"","length","time","Dens","Trt","Rep","Ind","xn","yn","x0","y0","Tank","Sal","Temp","Oxy","CL","CW","SI","Trial","Side","High","StepLength","DistHigh","TimeHigh","Displacement"
"94",580.885326147324,280,"D2","LL","3",4,-137.442261044674,-42.9324021415946,13.9286633405471,-13.4696063916396,"WV04","31","11.6","9.9","7.5","18.6","1.4","23","C",0,10.3729522526308,257.103755377319,175,154.211585435855
"95",277.12831149406,365,"D2","LL","4",4,-73.4129463136785,127.881922684737,-26.5606385634281,-15.2046350953561,"WV02","31","10","10.1","7.5","19.8","1.5","30","C",0,3.79627823964466,0,0,150.561953224844
"96",322.437129079472,525,"D2","LL","5",4,-111.795750006887,95.7030413669156,37.0671336346664,-1.60895057406375,"WV04","30","12.4","10.1","7","20.2","1.4","33","O",1,3.07082980075688,250.652014780941,85,177.847636761358
"97",394.112020230751,610,"D2","LL","6",4,99.0627335879945,-107.05284198093,31.676270819015,5.2329168119146,"WV02","31","11.3","10.1","6.8","19.3","1.3","46","O",0,3.23042639533402,-5.6843418860808e-14,0,130.954293523351
"98",423.308199425771,285,"D2","LL","7",4,-10.8961493277181,131.871189139964,6.17891337714809,-2.5309003215655,"WV02","31","11.2","10.5","7.4","20","1.5","54","C",0,7.42645963904861,128.462107447476,115,135.482395232739
"99",2278.94821061977,1075,"D2","HH","1",4,120.168116169443,87.6148404546128,-17.9563674225244,-9.57181559513679,"WV02","31","9.6","10.6","7.6","19.9","1.5","7","O",0,10.5997591191617,1393.08845648782,700,168.889369356629
"100",2570.75219611009,1250,"D2","HH","2",4,54.0107676167636,-102.530120482168,7.53329233774793,0.625561950591917,"WV02","32","10.7","11","7.5","19.1","1.4","10","O",0,10.2830087844404,1434.24013491657,400,113.142611453334
"101",249.063009506219,245,"D2","HH","3",4,117.005808133783,-69.371956678187,3.97009817758563,18.3509919552141,"WV04","31","10.9","10.6","7","20.7","1.4","17","C",1,5.08291856135141,249.063009506219,245,143.081750905697
"102",670.943417842689,400,"D2","HH","4",4,-44.580082181141,-138.447100977676,-22.152976305645,13.2246514616276,"WV02","31","11.1","10.4","7.6","20.2","1.5","32","C",0,8.38679272303361,304.69779773448,160,153.320890833441
"103",748.643534275016,415,"D2","HH","5",4,141.132629729762,20.1666008083147,5.29599741507736,-12.3517708730163,"WV02","30","12.4","9.1","7.6","21","1.6","34","O",0,9.01980161777128,388.789702889548,175,139.674747808614
"104",617.74959935873,355,"D2","HH","6",4,24.7351903231757,-144.16638624477,-12.0128339138597,13.5805198250296,"WV02","31","11.9","9.6","7.2","20.2","1.5","48","O",0,8.70069858251732,461.982298627207,305,161.970687656502
"105",1288.94821575565,1295,"D2","HH","7",4,-25.0152533885561,-13.4700863184439,-4.42342661743995,-21.0372201290979,"WV04","31","12.7","10.3","7.1","19.9","1.4","55","C",0,4.97663403766661,638.705797204025,880,21.938205119836
"106",199.390002544595,385,"D2","HM","1",4,129.006650473772,70.7507268713055,1.77904293068095,-16.9707406087888,"WV04","31","9.8","10.4","7.1","21.5","1.5","3","O",0,2.5894805525272,-5.6843418860808e-14,0,154.537762304234
"107",1042.21480130108,360,"D2","HM","2",4,106.85360335534,102.075395450518,19.1695444403501,14.7881700784594,"WV04","30","11.3","9.9","6.8","21.4","1.5","11","C",1,14.4752055736262,684.147617646264,280,123.723699835399
"108",384.698234397683,170,"D2","HM","3",4,118.180263470232,86.7158937251215,3.0986604301082,-5.66672467117308,"WV02","31","10.6","9.6","6.9","20","1.4","20","O",0,11.314653952873,228.656614061028,95,147.574806589878
"109",1691.24560162018,755,"D2","HM","4",4,13.1772673889476,-136.225172585981,12.2894907435679,12.5898342810284,"WV04","31","10","9.1","7.5","17.1","1.3","29","O",0,11.2003019974847,918.384147710536,220,148.817654921048
"110",1878.8289739752,815,"D2","HM","5",4,138.49583542475,60.4981563348879,17.8194543282614,27.2796465806103,"WV02","30","12.8","9.8","7.1","19.1","1.4","36","O",0,11.5265581225473,560.42346336163,140,125.164924578893
"111",1486.69223228386,490,"D2","HM","6",4,-138.502437984714,-45.5143568489147,-14.2988884516739,27.3898004747495,"WV04","31","11.5","9.4","7","21.2","1.5","45","O",1,15.1703289008557,707.163152582591,175,144.01922743745
"112",1296.27354399429,1270,"D2","HM","7",4,-29.5765180898049,25.3223749818899,14.2658180630951,28.39492053503,"WV02","31","12.8","10","6.8","19.9","1.4","56","O",1,5.10343914958383,777.877517767163,770,43.949868890817
"113",452.219489375837,585,"D2","HL","1",5,57.8034157286904,-130.561980707617,21.6517572162316,2.62010958728161,"WV04","30","9.9","10.7","7.8","19.7","1.5","5","O",0,3.86512384081912,302.722123630765,230,138.001491254696
"114",907.945182867225,1295,"D2","HL","2",5,23.0329424773412,2.65182261011054,9.88764696894449,-16.4546735311741,"WV02","31","11.4","9.9","7.4","19.3","1.4","12","O",0,3.50557985663021,183.19796869529,240,23.1917439792699
"115",869.654022826721,335,"D2","HL","3",5,-5.99757510249476,-147.115234380026,17.7933209365205,-20.1274045929916,"WV02","31","11.3","9.1","7.8","20.8","1.6","24","C",0,12.9799107884585,98.4104393616336,80,129.197196751168
"116",615.558915857217,320,"D2","HL","4",5,103.311012724618,-105.964862745223,0.942721225333528,13.9289180430967,"WV02","31","10.4","10","7.3","21.7","1.6","28","C",1,9.61810806026902,223.274075742693,125,157.650835000009
"117",1000.1344466046,1295,"D2","HL","5",5,28.8398523218324,16.1690491697841,2.48300906076055,4.76097326228377,"WV02","31","12.8","9.3","7.3","19","1.4","38","O",0,3.8615229598633,370.2179474023,390,28.7198081922564
"118",1327.02620595501,1235,"D2","HL","6",5,-16.1894214213657,-151.271254615017,-11.9709832904316,20.8730312446517,"WV02","30","11.4","9.9","6.9","20.9","1.4","44","O",1,5.37257573261138,439.565579575401,195,172.195965035189
"119",745.357755320254,185,"D2","HL","7",5,123.013631040807,83.0481123867141,7.55930791608898,-11.0494660011131,"WV02","31","12.1","10.4","7.3","18.9","1.4","52","C",1,20.1448041978447,477.508912614243,140,148.943126684785
"120",628.355746325042,1140,"D2","LL","1",5,141.19813654835,48.7499776196206,-0.0456386007885303,-14.2710204932275,"WV02","30","9.9","10.7","7.3","19.3","1.4","6","O",0,2.75594625581159,408.295359190452,1065,154.665607752726
"121",225.836921614232,490,"D2","LL","2",5,-126.633216262528,-84.8558443715442,-13.6793153969053,-3.16907442512629,"WV02","31","9.9","10.7","7.3","18","1.3","16","O",1,2.30445838381869,225.836921614232,490,139.396241359084
"122",385.642676916531,795,"D2","LL","3",5,145.059532579681,45.3219523339904,24.9445151472263,-6.60367640559382,"WV04","31","11.6","9.9","7.5","18.6","1.4","23","C",1,2.42542564098447,385.642676916531,795,130.858275752052
"123",188.26537222799,385,"D2","LL","4",5,35.1516798749133,138.478121705675,26.0983927373233,-0.726203778860389,"WV02","31","10","10.1","7.5","19.8","1.5","30","C",1,2.44500483412974,188.26537222799,385,139.498409459033
"124",326.233304258709,165,"D2","LL","5",5,-147.25699181748,12.9462839929666,18.1302827747624,-3.57580159784548,"WV04","30","12.4","10.1","7","20.2","1.4","33","O",1,9.88585770480936,216.396332674723,30,166.210498793909
"125",575.17847897688,1295,"D2","LL","6",5,-9.12035728360187,28.8715479629938,29.5809251307848,-0.00464401797703573,"WV02","31","11.3","10.1","6.8","19.3","1.3","46","O",1,2.22076632809606,137.105500902048,250,48.2868897718625
"126",263.850077921102,250,"D2","LL","7",5,-143.385583160642,29.5243705023951,9.1076206829277,-15.4740663607181,"WV02","31","11.2","10.5","7.4","20","1.5","54","C",0,5.27700155842203,12.2454468871529,125,158.993825473193
"127",538.852696038435,1295,"D2","HH","1",5,-0.197881296731533,-4.87926704663762,-2.90532298423228,-10.1514104161585,"WV02","31","9.6","10.6","7.6","19.9","1.5","7","O",1,2.08051233991674,514.808083970338,1215,5.92669690468477
"128",1364.56487978853,675,"D2","HH","2",5,30.2980761075531,-131.235874739268,30.6560779828631,2.90878852937341,"WV02","32","10.7","11","7.5","19.1","1.4","10","O",0,10.1078879984335,677.821098161459,205,134.145140980954
"129",977.217838858655,195,"D2","HH","3",5,53.2150032751751,-132.578145047452,-44.4868439079412,-0.289581681879412,"WV04","31","10.9","10.6","7","20.7","1.4","17","C",1,25.0568676630424,212.441280355879,50,164.45642261803
"130",773.760471258776,500,"D2","HH","4",5,11.4544779963223,-144.124371353327,4.46819041250426,10.7966318561672,"WV02","31","11.1","10.4","7.6","20.2","1.5","32","C",1,7.73760471258776,357.378239741528,270,155.07844933981
"131",911.01523190599,250,"D2","HH","5",5,24.9064388886807,-145.472056716348,-4.23794544580755,8.13377893960483,"WV02","30","12.4","9.1","7.6","21","1.6","34","O",0,18.2203046381198,360.010066603578,115,156.346243593506
"132",1611.11929340138,655,"D2","HH","6",5,149.496262391683,12.3532917749494,4.05042694540174,-14.2648696103387,"WV02","31","11.9","9.6","7.2","20.2","1.5","48","O",0,12.2986205603159,657.391290719192,125,147.861481002322
"133",883.364121913265,510,"D2","HH","7",5,80.9750019969827,124.541229397291,2.29796039360545,27.1892498666186,"WV04","31","12.7","10.3","7.1","19.9","1.4","55","C",1,8.6604325677771,426.438706407931,405,125.169823815487
"134",417.227615706837,215,"D2","HM","1",5,141.283540130618,-10.4670844345504,11.133004518829,9.55120188582212,"WV04","31","9.8","10.4","7.1","21.5","1.5","3","O",0,9.70296780713574,231.318047277695,95,131.681030172307
"135",1433.62705336234,365,"D2","HM","2",5,98.0936583126285,-118.658535658609,-11.7691057808201,-5.26829321126549,"WV04","30","11.3","9.9","6.8","21.4","1.5","11","C",1,19.6387267583882,827.969712399332,165,157.883419067741
"136",1479.02359489238,715,"D2","HM","3",5,36.8316370105866,141.550893570194,18.151053034646,-12.3192841875438,"WV02","31","10.6","9.6","6.9","20","1.4","20","O",0,10.3428223419048,966.362563095559,255,154.999986518967
"137",645.425029176622,265,"D2","HM","4",5,143.641702645614,-36.4343765115981,-10.7242695515145,-8.80637485611757,"WV04","31","10","9.1","7.5","17.1","1.3","29","O",0,12.1778307391815,425.51566740522,215,156.818875929653
"138",844.880126865402,290,"D2","HM","5",5,137.675521452038,49.870692536494,-10.3975268519932,11.4257204185154,"WV02","30","12.8","9.8","7.1","19.1","1.4","36","O",0,14.5668987390586,409.821027227089,125,152.982494146226
"139",2270.60924763149,555,"D2","HM","6",5,135.798391713045,33.2530324293967,-28.8657438463961,0.923564006576406,"WV04","31","11.5","9.4","7","21.2","1.5","45","O",0,20.4559391678513,1266.39138635294,270,167.807842689309
"140",1644.5012382858,585,"D2","HM","7",5,-133.661153622803,62.8543179377636,0.55370407790163,-3.00588233204746,"WV02","31","12.8","10","6.8","19.9","1.4","56","O",1,14.0555661391949,1147.51992993566,445,149.503157181379
"141",474.419616006427,315,"D2","HL","1",6,-119.158798760954,-81.687644062285,-21.1860674142256,29.8402542241163,"WV04","30","9.9","10.7","7.8","19.7","1.5","5","O",1,7.53047009534011,429.681622348569,280,148.449076062197
"142",582.244040667874,200,"D2","HL","2",6,-155.321126191825,-6.03453107565612,-25.0050711716761,17.4254368157419,"WV02","31","11.4","9.9","7.4","19.3","1.4","12","O",1,14.5561010166969,416.697768835526,120,132.410891883863
"143",1319.72016579553,615,"D2","HL","3",6,-117.026977369802,-94.9437449057491,10.9298751887794,-19.0987270789889,"WV02","31","11.3","9.1","7.8","20.8","1.6","24","C",0,10.7294322422401,347.306987718279,150,148.746169180386
"144",180.404076895746,60,"D2","HL","4",6,144.705433984419,14.1997363377275,12.0118303564828,-18.7912668781825,"WV02","31","10.4","10","7.3","21.7","1.6","28","C",1,15.0336730746455,180.404076895746,60,136.733312462472
"145",533.07399062005,540,"D2","HL","5",6,-32.582047706886,141.282514019344,-14.4690102586975,-17.6051383718989,"WV02","31","12.8","9.3","7.3","19","1.4","38","O",1,4.93587028351899,347.418847146005,270,159.91675399407
"146",463.093394629801,285,"D2","HL","6",6,-13.3027548375325,-148.53971329302,-3.39519928076761,8.76622145761075,"WV02","30","11.4","9.9","6.9","20.9","1.4","44","O",1,8.12444551982106,286.297665497833,230,157.617628344294
"147",659.402601309926,405,"D2","HL","7",6,142.764611581511,51.5281156544693,1.28796855379132,-16.3856334575275,"WV02","31","12.1","10.4","7.3","18.9","1.4","52","C",1,8.14077285567809,624.812303953616,325,156.932845003333
"148",545.979117819405,215,"D2","LL","1",6,8.05222324433116,142.326783548647,-3.2601963667636,-15.0969019672959,"WV02","30","9.9","10.7","7.3","19.3","1.4","6","O",0,12.6971887864978,523.696399399623,200,157.829615721765
"149",955.61174114065,390,"D2","LL","2",6,-7.50867274197121,-147.706972193238,16.1149519544628,-1.28968394010159,"WV02","31","9.9","10.7","7.3","18","1.3","16","O",1,12.2514325787263,472.574249119125,125,148.310815327811
"150",960.426633350353,1295,"D2","LL","3",6,-27.0673012126967,-39.2978929850081,31.3362636672392,5.57700680089804,"WV04","31","11.6","9.9","7.5","18.6","1.4","23","C",0,3.70821093957665,399.400010326961,665,73.6527869226956
"151",522.320680851971,235,"D2","LL","4",6,-56.1174000924996,131.470736682573,6.64326428616221,-23.3904871557692,"WV02","31","10","10.1","7.5","19.8","1.5","30","C",0,11.1132059755738,167.631460909753,130,167.095480615006
"152",301.475942502356,535,"D2","LL","5",6,11.0583677260262,-137.281609739091,-28.9198753959097,-7.59118672442316,"WV04","30","12.4","10.1","7","20.2","1.4","33","O",0,2.81753217291921,286.891473575489,525,135.712437693971
"153",502.243544053021,800,"D2","LL","6",6,-83.162738161835,120.826785441251,-11.9655408396071,-1.43607664687358,"WV02","31","11.3","10.1","6.8","19.3","1.3","46","O",1,3.13902215033138,492.7775986015,785,141.482325230115
"154",460.409492211672,145,"D2","LL","7",6,80.9136505123176,115.026318130289,-6.63780609970415,-23.8001000162338,"WV02","31","11.2","10.5","7.4","20","1.5","54","C",1,15.8761893866094,95.7116034718124,20,164.128096102648
"155",814.015867327398,375,"D2","HH","1",6,122.583835614255,84.1093049115099,0.0133046036118376,-7.60108424025959,"WV02","31","9.6","10.6","7.6","19.9","1.5","7","O",0,10.8535448976986,270.148529286171,90,153.082757195577
"156",1008.73514592714,680,"D2","HH","2",6,31.2939719553258,-130.577581567202,-9.8366968711217,13.7759063507874,"WV02","32","10.7","11","7.5","19.1","1.4","10","O",0,7.41717019064076,541.159225896991,510,150.098838743676
"157",723.492411903517,365,"D2","HH","3",6,-134.604626043538,65.2013623345348,-7.52882864314798,-3.39874116433049,"WV04","31","10.9","10.6","7","20.7","1.4","17","C",0,9.91085495758242,448.631572646187,290,144.409945935174
"158",394.570230349388,180,"D2","HH","4",6,-42.9822733140328,-140.480823108201,22.1830906284673,-17.4493514139983,"WV02","31","11.1","10.4","7.6","20.2","1.5","32","C",0,10.9602841763719,208.7266056877,115,139.223804304436
"159",936.031238979067,225,"D2","HH","5",6,92.4584341531487,-111.393811322119,24.9450089672801,-14.7659921597675,"WV02","30","12.4","9.1","7.6","21","1.6","34","O",0,20.8006941995348,412.648984202592,70,117.87704618118
"160",1071.9077025434,300,"D2","HH","6",6,-27.9291865839021,143.841633959996,-4.77965109991262,0.148278127530998,"WV02","31","11.9","9.6","7.2","20.2","1.5","48","O",1,17.8651283757233,566.062600075961,175,145.546149050808
"161",1586.87656705491,1295,"D2","HH","7",6,48.2212777196479,1.30006643083589,-14.6495044101805,10.2331101418925,"WV04","31","12.7","10.3","7.1","19.9","1.4","55","C",1,6.12693655233555,846.390430989504,1005,63.5022402404829
"162",463.502329754303,215,"D2","HM","1",6,139.951494577961,-10.6168350460519,-22.0349769410796,-5.12653374182675,"WV04","31","9.8","10.4","7.1","21.5","1.5","3","O",0,10.7791239477745,52.0055378741944,125,162.079487794107
"163",1683.57287401509,455,"D2","HM","2",6,-123.825660397798,72.0636340721813,10.7648801677601,-16.8064823390787,"WV04","30","11.3","9.9","6.8","21.4","1.5","11","C",0,18.5008008133526,532.152600308568,155,161.283945886378
"164",2249.25720150692,1295,"D2","HM","3",6,11.8210137969677,11.3494862285435,15.623008401876,12.8013917710112,"WV02","31","10.6","9.6","6.9","20","1.4","20","O",0,8.68439073940896,1068.33447176262,595,4.06979025012346
"165",615.833463820554,230,"D2","HM","4",6,-129.051325732052,64.5781007534281,-10.9694829641776,-12.4727660003151,"WV04","31","10","9.1","7.5","17.1","1.3","29","O",1,13.387683996099,615.833463820554,230,140.997012943395
"166",513.787998899845,220,"D2","HM","5",6,-75.9649953994648,130.144933572227,17.3254424864763,2.65367228719047,"WV02","30","12.8","9.8","7.1","19.1","1.4","36","O",1,11.6769999749965,338.577307058807,95,157.978250101082
"167",701.943436425345,215,"D2","HM","6",6,93.0813832298436,-109.587487102584,-24.9456873661492,8.90394917721033,"WV04","31","11.5","9.4","7","21.2","1.5","45","O",0,16.3242659633801,240.354964305923,85,167.244162424642
"168",1104.27726042541,360,"D2","HM","7",6,-118.259182640796,-89.526455513054,28.1027692602162,-7.54840863142988,"WV02","31","12.8","10","6.8","19.9","1.4","56","O",1,15.3371841725751,639.7636367294,160,167.756433959476
"169",1577.57355745701,640,"D2","HL","1",7,119.862880130542,-85.1558625287268,-27.5214230420058,9.57627585979811,"WV04","30","9.9","10.7","7.8","19.7","1.5","5","O",0,12.3247934176329,899.67444030203,390,175.203626861204
"170",796.618422604133,255,"D2","HL","2",7,9.78209758515703,-148.130801090909,-6.84130384488887,5.05367616907818,"WV02","31","11.4","9.9","7.4","19.3","1.4","12","O",0,15.6199690706693,335.418262066169,115,154.083813389077
"171",355.968163782747,455,"D2","HL","3",7,-141.547314247217,-60.1206653323101,-25.372583717014,-15.1843485340371,"WV02","31","11.3","9.1","7.8","20.8","1.6","24","C",0,3.91173806354667,0,0,124.56259703924
"172",288.287768162682,375,"D2","HL","4",7,31.6549852365164,-144.241789291439,12.8490864483966,-17.3142505896626,"WV02","31","10.4","10","7.3","21.7","1.6","28","C",1,3.84383690883576,125.33562725876,295,128.313140052451
"173",847.823803452847,465,"D2","HL","5",7,136.840740477093,-57.2526263411638,2.77452063055734,1.28216694334697,"WV02","31","12.8","9.3","7.3","19","1.4","38","O",0,9.11638498336394,449.819018549818,365,146.287639015742
"174",806.317502413178,290,"D2","HL","6",7,153.29868041613,1.25871070276098,-10.2058540974389,-10.667834216081,"WV02","30","11.4","9.9","6.9","20.9","1.4","44","O",0,13.9020259036755,362.331652671168,115,163.938937657288
"175",219.342661242985,140,"D2","HL","7",7,99.4941958808587,113.95218235164,-11.4975912509953,11.0347713082345,"WV02","31","12.1","10.4","7.3","18.9","1.4","52","C",1,7.83366647296375,179.564029449342,60,151.364362736412
"176",417.681741596669,215,"D2","LL","1",7,59.57024558991,-139.025518972445,-22.1662633840053,-17.5366071174245,"WV02","30","9.9","10.7","7.3","19.3","1.4","6","O",0,9.71352887434113,295.854560993785,125,146.425450666747
"177",656.626823504706,395,"D2","LL","2",7,-7.57258426444355,-146.883264358326,14.3769398803475,-6.05426136839777,"WV02","31","9.9","10.7","7.3","18","1.3","16","O",1,8.31173194309754,553.053038582356,210,142.529259077987
"178",1135.46084779133,805,"D2","LL","3",7,-127.42185650732,-57.6955390381952,-7.01477805718429,10.4441212654989,"WV04","31","11.6","9.9","7.5","18.6","1.4","23","C",0,7.05255184963557,543.794070591641,305,138.350561427123
"179",862.740339333141,735,"D2","LL","4",7,79.2730758626024,-123.658095890249,-13.182523606568,1.37327394291032,"WV02","31","10","10.1","7.5","19.8","1.5","30","C",1,5.86898190022545,637.699045011768,310,155.502029940319
"180",426.56947555358,180,"D2","LL","5",7,57.0091014754726,145.558310863514,-35.5192710541122,11.8761565577635,"WV04","30","12.4","10.1","7","20.2","1.4","33","O",0,11.8491520987106,180.014979684162,65,162.580497301491
"181",244.603407915807,440,"D2","LL","6",7,-107.164942783173,100.308062637055,-25.7646076012212,-14.8372026364506,"WV02","31","11.3","10.1","6.8","19.3","1.3","46","O",1,2.77958418086144,244.603407915807,440,141.01222174918
"182",364.83636639439,390,"D2","LL","7",7,116.22830367501,-87.0099470069349,-26.6893865995939,-18.9339850960493,"WV02","31","11.2","10.5","7.4","20","1.5","54","C",1,4.67738931274859,307.715759571932,365,158.302883054984
"183",773.467224480189,285,"D2","HH","1",7,136.354169354813,62.1912510573548,-4.8436725907262,17.1522820975475,"WV02","31","9.6","10.6","7.6","19.9","1.5","7","O",0,13.569600429477,222.995953793542,150,148.2070824726
"184",2862.49846644005,1015,"D2","HH","2",7,113.70582469659,-83.3493495165286,4.39629583498517,10.8527706734867,"WV02","32","10.7","11","7.5","19.1","1.4","10","O",0,14.1009776671924,1684.53291160417,510,144.300424629451
"185",695.714328596252,1295,"D2","HH","3",7,0.823641659186631,-41.6038702797859,-7.38180003407771,-0.962128690399755,"WV04","31","10.9","10.6","7","20.7","1.4","17","C",1,2.68615570886584,566.056066524114,880,41.4617948574347
"186",258.586969340524,205,"D2","HH","4",7,118.213130492351,-79.0921746665148,11.7006657902048,0.718836466750217,"WV02","31","11.1","10.4","7.6","20.2","1.5","32","C",1,6.3069992522079,258.586969340524,205,133.096591372732
