"","length","time","Dens","Trt","Rep","Ind","xn","yn","x0","y0","Tank","Sal","Temp","Oxy","CL","CW","SI","Trial","Side","High","StepLength","DistHigh","TimeHigh","Displacement"
"187",713.245075557198,660,"D2","HH","5",7,2.61949300452387,-144.49287861372,7.70965262674244,-17.4031851778622,"WV02","30","12.4","9.1","7.6","21","1.6","34","O",0,5.40337178452422,430.242006431152,490,127.191587389261
"188",966.179911271072,615,"D2","HH","6",7,-26.7205265990845,-139.207720337874,0.545071821259615,-0.521466997679361,"WV02","31","11.9","9.6","7.2","20.2","1.5","48","O",1,7.85512122984612,538.264028672171,285,141.341040475723
"189",675.66971529178,745,"D2","HH","7",7,145.1442446124,-20.7131119336437,-0.643557252317556,5.15976737295292,"WV04","31","12.7","10.3","7.1","19.9","1.4","55","C",1,4.53469607578376,442.800557234774,245,148.065826766881
"190",956.110910326728,1035,"D2","HM","1",7,137.298193193768,38.4461626606174,12.3426604502307,19.7895109047776,"WV04","31","9.8","10.4","7.1","21.5","1.5","3","O",0,4.61889328660255,243.723071758496,70,126.34063407297
"191",679.200946403898,405,"D2","HM","2",7,-143.281636244443,2.45462667533088,-1.33571720636348,-29.4078428842482,"WV04","30","11.3","9.9","6.8","21.4","1.5","11","C",0,8.38519686918393,375.106862152758,250,145.478042666239
"192",911.541050838875,575,"D2","HM","3",7,127.663261819749,-68.3970991906979,-1.8588446586627,11.2520930361849,"WV02","31","10.6","9.6","6.9","20","1.4","20","O",0,7.92644392033804,481.601364249277,290,152.05252345489
"193",515.891535276693,405,"D2","HM","4",7,-25.9342394922471,-133.256000195859,12.0924082368349,-29.1985757658439,"WV04","31","10","9.1","7.5","17.1","1.3","29","O",1,6.36903129971226,376.645303060736,170,110.787966478855
"194",1931.63563367536,560,"D2","HM","5",7,148.020199267603,-13.257048708478,21.3733501339053,-26.8349219125656,"WV02","30","12.8","9.8","7.1","19.1","1.4","36","O",0,17.2467467292443,924.263598858673,255,127.372614938377
"195",997.271545256672,440,"D2","HM","6",7,140.404434916389,45.4927941055458,0.0869433678640479,4.19832752066635,"WV04","31","11.5","9.4","7","21.2","1.5","45","O",0,11.3326311960985,480.349637724984,100,146.267670402588
"196",1106.39298700165,1270,"D2","HM","7",7,-26.4186950680888,28.0667045108496,22.3713778383134,-15.4071614210867,"WV02","31","12.8","10","6.8","19.9","1.4","56","O",1,4.35587790158128,609.304828426817,755,65.3486666526563
"197",337.173624806237,470,"D2","HL","1",8,65.5954618248315,129.555815546764,-3.56843393042811,-4.55097502565872,"WV04","30","9.9","10.7","7.8","19.7","1.5","5","O",0,3.5869534553855,31.4201861647269,30,150.891602661248
"198",516.034676943147,395,"D2","HL","2",8,98.6625731544262,104.050791201353,-9.52454089885763,-32.5706207135509,"WV02","31","11.4","9.9","7.4","19.3","1.4","12","O",0,6.53208451826768,298.742406673144,240,174.269509211451
"199",826.008962379065,310,"D2","HL","3",8,136.346515427416,-5.63979259915475,-2.50931079122343,11.9169639788433,"WV02","31","11.3","9.1","7.8","20.8","1.6","24","C",1,13.3227251996623,422.246454129485,105,139.96135243845
"200",203.568423255575,170,"D2","HL","4",8,-95.2437187345823,-107.744248123637,8.42735091352296,-5.35279931067322,"WV02","31","10.4","10","7.3","21.7","1.6","28","C",0,5.98730656634044,47.85808182627,70,145.711013557658
"201",642.326941952019,235,"D2","HL","5",8,-3.90630004989568,-150.579906839924,-0.868422386198294,-14.5345061890368,"WV02","31","12.8","9.3","7.3","19","1.4","38","O",1,13.6665306798302,445.669794898958,195,136.07931414789
"202",598.015887683518,220,"D2","HL","6",8,-139.123147948211,-36.7931519288586,-5.10920038880986,12.7424696643541,"WV02","30","11.4","9.9","6.9","20.9","1.4","44","O",1,13.5912701746254,252.275437554388,155,142.875876015092
"203",322.33450051712,335,"D2","HL","7",8,144.627639925048,-41.4427064713524,22.0288714758076,13.6115604242258,"WV02","31","12.1","10.4","7.3","18.9","1.4","52","C",1,4.81096269428537,322.33450051712,335,134.392820971509
"204",869.747992743564,1000,"D2","LL","1",8,31.1600529486602,140.06645974978,-31.0312344017281,2.22201033863587,"WV02","30","9.9","10.7","7.3","19.3","1.4","6","O",0,4.34873996371782,450.776993941723,610,151.224496877193
"205",443.687808058286,1295,"D2","LL","2",8,-18.8877025038936,-1.05116419479121,9.81426459014746,-1.3462066537414,"WV02","31","9.9","10.7","7.3","18","1.3","16","O",1,1.71308033999338,156.282647720446,415,28.7034835014846
"206",638.518451095453,250,"D2","LL","3",8,111.914616063453,-104.614127364567,15.7250159009709,-1.30785079967596,"WV04","31","11.6","9.9","7.5","18.6","1.4","23","C",1,12.7703690219091,229.027399556633,165,141.154617200855
"207",1829.7359719017,400,"D2","LL","4",8,140.555613288298,-57.0375089367543,4.19759326774091,2.17526526166723,"WV02","31","10","10.1","7.5","19.8","1.5","30","C",1,22.8716996487713,887.284889069533,280,148.659551500063
"208",153.692288036067,115,"D2","LL","5",8,-134.998678211616,70.6312377388117,-19.2752537860426,9.92239759753917,"WV04","30","12.4","10.1","7","20.2","1.4","33","O",1,6.68227339287248,153.692288036067,115,130.680810496721
"209",318.612888113775,1295,"D2","LL","6",8,16.8093008632938,-27.8845221333856,0.715470565996469,-22.4080342696363,"WV02","31","11.3","10.1","6.8","19.3","1.3","46","O",0,1.23016559117287,65.8884996991544,105,17.0000968514888
"210",172.848118184431,235,"D2","LL","7",8,133.45947967815,58.5171519354574,-4.12329939606037,-5.40115758800353,"WV02","31","11.2","10.5","7.4","20","1.5","54","C",1,3.67761953583896,163.335767983723,210,151.705541725146
"211",1239.46706211928,780,"D2","HH","1",8,139.311771098283,-35.5961313563647,-18.7673796872635,21.0799705131219,"WV02","31","9.6","10.6","7.6","19.9","1.5","7","O",0,7.94530168025183,857.626257927477,630,167.932124491415
"212",1186.71849689577,660,"D2","HH","2",8,128.394001623665,76.1916786507705,-0.961711655476852,8.0418348983127,"WV02","32","10.7","11","7.5","19.1","1.4","10","O",0,8.99029164314976,621.073274891278,435,146.209786818256
"213",921.221661188801,270,"D2","HH","3",8,-65.0392177649321,-123.159079142732,10.4688327298947,16.0259739383754,"WV04","31","10.9","10.6","7","20.7","1.4","17","C",0,17.0596603923852,388.417922827114,120,158.347543999647
"214",615.762804395313,215,"D2","HH","4",8,119.717096920806,-81.9076847201424,-17.0836149429289,-6.13570377721551,"WV02","31","11.1","10.4","7.6","20.2","1.5","32","C",1,14.3200652184957,163.676584173333,40,156.383592049933
"215",2070.52057234183,520,"D2","HH","5",8,117.850368099741,-86.4386503598678,8.6559755641057,-13.2195861748243,"WV02","30","12.4","9.1","7.6","21","1.6","34","O",0,19.908851657133,952.035509324508,175,131.470326391015
"216",721.196767278552,210,"D2","HH","6",8,56.2055500101554,-135.771794046687,8.22375393640462,1.50313300591451,"WV02","31","11.9","9.6","7.2","20.2","1.5","48","O",0,17.1713516018703,229.391209851826,40,145.418906445345
"217",461.406426157859,295,"D2","HH","7",8,-103.425092962006,103.242737846109,18.7339465490048,2.31610459587487,"WV04","31","12.7","10.3","7.1","19.9","1.4","55","C",0,7.82044790098067,143.975670542268,225,158.458247603209
"218",170.406216404157,350,"D2","HM","1",8,41.694471312389,133.608874096073,0.610002000233939,24.3653826310959,"WV04","31","9.8","10.4","7.1","21.5","1.5","3","O",0,2.43437452005939,0,0,116.713641216955
"219",833.083628448711,245,"D2","HM","2",8,146.258743697657,39.6747635620321,-12.8183915808889,20.1447012228773,"WV04","30","11.3","9.9","6.8","21.4","1.5","11","C",1,17.0017067030349,704.952806572223,170,160.271514323039
"220",1125.0732893164,390,"D2","HM","3",8,140.547213252324,29.3970088214061,8.23454944140677,23.3974356983202,"WV02","31","10.6","9.6","6.9","20","1.4","20","O",0,14.4240165296974,454.476663393491,115,132.448616007869
"221",946.921697387617,585,"D2","HM","4",8,114.026790155746,-93.1224967007298,23.9833234389743,-2.98290769242776,"WV04","31","10","9.1","7.5","17.1","1.3","29","O",0,8.0933478409198,440.252429667778,135,127.408678687757
"222",1567.62735100166,365,"D2","HM","5",8,74.1006415800461,124.96792281952,3.13330870007471,15.9920718354451,"WV02","30","12.8","9.8","7.1","19.1","1.4","36","O",0,21.4743472739954,543.947798061469,110,130.046524112719
"223",2338.90562012148,1295,"D2","HM","6",8,95.113552820421,-40.620355208651,-10.5288825839255,-2.81879756880666,"WV04","31","11.5","9.4","7","21.2","1.5","45","O",0,9.03052362981265,1176.74335437964,645,112.201969314981
"224",1321.09942087728,1065,"D2","HM","7",8,-93.2099228181737,-113.486662817223,-0.214352056018508,2.88810200583024,"WV02","31","12.8","10","6.8","19.9","1.4","56","O",1,6.20234469895437,1051.77487582179,965,148.967318795097
"225",293.147929632267,425,"D2","HL","1",9,-120.836785219297,95.4731985762778,1.04299314055374,7.26608068416239,"WV04","30","9.9","10.7","7.8","19.7","1.5","5","O",1,3.44879917214432,262.55776901846,70,150.449911996917
"226",954.438106975382,470,"D2","HL","2",9,-40.6937974762738,136.274751666184,-29.6769542311198,-0.140896714021304,"WV02","31","11.4","9.9","7.4","19.3","1.4","12","O",1,10.1535968827168,563.572533205279,330,136.85978210592
"227",1312.92123187071,630,"D2","HL","3",9,-139.175302890977,-59.9862519182927,0.39523126144662,-3.95081282902333,"WV02","31","11.3","9.1","7.8","20.8","1.6","24","C",0,10.4200097767516,357.466969332746,215,150.399150388292
"228",931.427153917353,630,"D2","HL","4",9,-143.468107177719,-39.6108715420709,-5.1608863916807,0.228681114578817,"WV02","31","10.4","10","7.3","21.7","1.6","28","C",0,7.39227899934407,133.421797252843,315,143.930807256265
"229",1431.26439462109,600,"D2","HL","5",9,-82.5272880716912,121.343669937958,17.0226382094368,10.4066956730089,"WV02","31","12.8","9.3","7.3","19","1.4","38","O",1,11.9272032885091,812.314995555964,165,149.054352776563
"230",470.715573838914,880,"D2","HL","6",9,-118.621968312971,75.7782331501373,5.55301363118064,2.7905533809483,"WV02","30","11.4","9.9","6.9","20.9","1.4","44","O",1,2.67452030590292,284.006539471217,330,144.036896449903
"231",1155.41045794315,240,"D2","HL","7",9,-20.3506457515038,143.544731091381,22.780453608329,-10.444538620675,"WV02","31","12.1","10.4","7.3","18.9","1.4","52","C",0,24.0710512071489,899.55161674851,215,159.915561839491
"232",861.431074033513,1295,"D2","LL","1",9,-28.9855242281987,-4.17653881300141,-19.3175387880083,-21.7471400357333,"WV02","30","9.9","10.7","7.3","19.3","1.4","6","O",1,3.3259887028321,567.363775939678,935,20.0548241029434
"233",586.56197636701,365,"D2","LL","2",9,-131.488620755578,53.8753486841233,-2.39111269973608,-12.8317014420209,"WV02","31","9.9","10.7","7.3","18","1.3","16","O",1,8.03509556667137,336.914775005702,295,145.313444397826
"234",571.294538737996,1295,"D2","LL","3",9,36.0430150942995,43.6978459706208,13.1114121808611,-4.02173661787622,"WV04","31","11.6","9.9","7.5","18.6","1.4","23","C",1,2.20577041983782,571.294538737996,1295,52.9435262765902
"235",214.271645818575,320,"D2","LL","4",9,-104.586349963574,102.876189772449,3.44806900247687,3.48459251479397,"WV02","31","10","10.1","7.5","19.8","1.5","30","C",0,3.34799446591524,76.0553504907463,255,146.79960928681
"236",189.39260486039,120,"D2","LL","5",9,-146.767628810085,-12.8849891604611,-23.8022365742112,15.512065555086,"WV04","30","12.4","10.1","7","20.2","1.4","33","O",1,7.89135853584959,189.39260486039,120,126.201744854182
"237",302.33755636735,1295,"D2","LL","6",9,33.3466115567826,-6.43648099515985,18.5466245773528,-21.8822900891733,"WV02","31","11.3","10.1","6.8","19.3","1.3","46","O",0,1.16732647246081,-1.13686837721616e-13,0,21.3918824127284
"238",301.08530091989,270,"D2","LL","7",9,79.298518609467,-124.23439689693,-11.3979766118182,-1.57338545704622,"WV02","31","11.2","10.5","7.4","20","1.5","54","C",1,5.5756537207387,272.548469805513,140,152.55024737076
"239",245.72685045998,370,"D2","HH","1",9,134.835834726521,54.3632399053106,-9.25084472624851,7.55087943294291,"WV02","31","9.6","10.6","7.6","19.9","1.5","7","O",0,3.32063311432405,44.730498284725,310,151.500390391312
"240",1357.22196936485,740,"D2","HH","2",9,-52.2602803933457,-127.89633811415,24.1870498774795,20.3417758916059,"WV02","32","10.7","11","7.5","19.1","1.4","10","O",1,9.17041871192465,775.905972536167,280,166.789486327886
"241",1641.3545566496,730,"D2","HH","3",9,-115.778135321364,95.6236383954722,15.1208757065671,10.0742600555351,"WV04","31","10.9","10.6","7","20.7","1.4","17","C",0,11.2421544976,543.392692311113,275,156.375340838765
"242",1196.80141181711,485,"D2","HH","4",9,-91.077012614276,-110.430103510134,-10.0687813337737,-9.07548545548119,"WV02","31","11.1","10.4","7.6","20.2","1.5","32","C",0,12.3381588847125,8.60261806487317,5,129.750114204959
"243",1763.85355653344,690,"D2","HH","5",9,100.948334242578,-109.024350558252,24.8452807891498,-6.97810263239956,"WV02","30","12.4","9.1","7.6","21","1.6","34","O",0,12.7815475111119,815.4971934286,250,127.299298743866
"244",1010.04189831418,530,"D2","HH","6",9,-86.4303308171649,-109.127140094824,20.0554274376307,19.0666295735227,"WV02","31","11.9","9.6","7.2","20.2","1.5","48","O",1,9.52869715390735,857.317809325411,285,166.651910558745
"245",1361.65851522738,635,"D2","HH","7",9,77.804951629234,118.840036646126,28.6910298960706,12.9792730883814,"WV04","31","12.7","10.3","7.1","19.9","1.4","55","C",1,10.7217205923416,676.307672715056,330,116.699094122619
"246",192.074078796495,585,"D2","HM","1",9,-6.83116987264862,142.210966851966,-10.0784694301578,4.23826905061199,"WV04","31","9.8","10.4","7.1","21.5","1.5","3","O",1,1.64165879313244,120.226423331268,540,138.010906427717
"247",539.00862969561,360,"D2","HM","2",9,108.92978745367,-101.565845211559,4.5856981570097,-12.2956875046822,"WV04","30","11.3","9.9","6.8","21.4","1.5","11","C",1,7.48623096799458,539.00862969561,360,137.320246242715
"248",1142.8587170234,750,"D2","HM","3",9,119.36808738157,-81.6098220698088,-17.1413613882623,17.5834491791852,"WV02","31","10.6","9.6","6.9","20","1.4","20","O",0,7.6190581134893,665.983261358653,465,168.74280626006
"249",709.668717616163,435,"D2","HM","4",9,140.930451084041,63.4920226964684,17.324258968562,7.84920205308778,"WV04","31","10","9.1","7.5","17.1","1.3","29","O",0,8.1571116967375,313.846864842888,110,135.55299413307
"250",1438.33579838809,780,"D2","HM","5",9,101.081804581358,106.392031743811,8.97008584894348,-5.30586292157873,"WV02","30","12.8","9.8","7.1","19.1","1.4","36","O",0,9.22010127171851,546.106676153511,165,144.779102084935
"251",1078.23987718465,400,"D2","HM","6",9,134.158661156907,-48.7906916125023,6.56549078383604,10.7033526227703,"WV04","31","11.5","9.4","7","21.2","1.5","45","O",0,13.4779984648082,559.221187785117,140,140.781953478846
"252",3884.46233656768,1170,"D2","HM","7",9,-90.6433488963712,-108.940157752459,-7.1639854096558,12.3344051859114,"WV02","31","12.8","10","6.8","19.9","1.4","56","O",1,16.6002663955884,2236.96647375833,775,147.228814245174
"253",1800.90689370976,1005,"D1","HL","1",1,145.300195653407,43.613744706017,-12.0085742921018,-8.27266244875687,"WV04","31","10.1","10.3","8","19","1.5","1","O",0,8.9597357896008,617.777839836935,125,165.644946645529
"254",468.248948327834,310,"D1","HL","2",1,102.463837310279,-108.209859791854,9.74244436206165,4.2492546184164,"WV04","31","10.6","9.6","7.3","22","1.6","15","O",0,7.55240239238443,192.919990073387,90,145.754276521137
"255",1713.90634667143,465,"D1","HL","3",1,67.3620011505006,-125.34533064953,5.22328984789148,6.45697987335518,"WV02","31","10.6","10.7","7.8","21","1.6","18","O",0,18.4291005018433,941.723462010485,290,145.715711237739
"256",462.759228373688,90,"D1","HL","4",1,-105.050375564243,105.058387435804,1.62647907015521,-1.91708068540347,"WV02","31","10.7","10.2","9.6","22","2.1","26","C",0,25.7088460207604,198.001777977766,45,151.075153795851
"257",391.582555219373,620,"D1","HL","5",1,68.5865387939751,129.533323105302,10.5535845800996,4.53399079296426,"WV02","31","11.6","9.2","6.5","25","1.6","40","O",0,3.1579238324143,16.5889621558902,5,137.8138485542
"258",534.980818163947,135,"D1","HL","6",1,26.4974912587751,-143.59028965801,-4.42109081438359,8.51925130108116,"WV04","31","11.8","9.7","7.6","24.5","1.9","47","O",0,19.8141043764425,340.013771979932,65,155.220073341691
"259",651.932702538868,225,"D1","HL","7",1,10.1697727894801,125.209180967413,-7.46460712277139,-17.8625627775712,"WV04","31","11.6","10.2","6.3","28","1.8","53","O",0,14.4873933897526,589.314371398329,205,144.154414476699
"260",197.814296167016,105,"D1","LL","1",1,-58.8896201144959,134.664777654479,1.47091249357107,-24.5296998847572,"WV02","31","10","10.7","8","23","1.8","4","O",1,9.41972838890551,197.814296167016,100,170.253562593327
"261",797.300432942488,560,"D1","LL","2",1,-82.2249181850243,118.496639119707,-6.94286003662709,0.325998944486844,"WV02","32","10.9","10.4","7.8","26.5","2.1","14","O",1,7.11875386555793,402.040329618437,415,140.113127430944
"262",1327.899530858,245,"D1","LL","3",1,-122.121393343499,-93.0036355506729,-2.44658011525173,8.30094626290611,"WV04","31","10.6","10.4","7.6","25","1.9","19","O",1,27.0999904256736,878.494636417795,160,156.795022936444
"263",305.627363980084,210,"D1","LL","4",1,-58.0157748858285,-130.658461285586,6.02030227090401,-0.631753976598494,"WV04","31","11.3","10.6","8.1","21","1.7","31","C",0,7.27684199952582,143.118289581379,125,144.939862671523
"264",1254.50472615698,435,"D1","LL","5",1,-1.68017607237403,-146.608488339679,0.391545202344359,17.7232014679775,"WV04","31","11.7","10","7.3","29.5","2.2","39","O",1,14.4195945535286,601.78724527705,290,164.344748331305
"265",2085.65524263091,555,"D1","LL","6",1,-142.289423425522,7.54684427774681,3.04628015280445,-4.48029259654207,"WV02","31","11.9","10.1","7.9","19","1.5","42","O",1,18.7896868705488,989.642015915212,245,145.832502399157
"266",912.976015133385,135,"D1","LL","7",1,-149.912245083765,33.1588262232721,-14.7021058243609,9.24049977486569,"WV04","31","12.2","10.3","7","19","1.3","51","O",1,33.8139264864217,912.976015133385,135,137.309388239261
"267",649.060027205369,890,"D1","HH","1",1,-154.787875915356,8.78713739578566,-1.42287890811115,3.62659061004305,"WV04","31","9.2","10.6","9","20","1.8","8","O",1,3.64640464722117,300.543983087578,110,153.451795526022
"268",1056.79197767543,420,"D1","HH","2",1,98.3731685388897,111.244535029902,16.3706177527464,1.44325305939913,"WV04","32","11.1","10.2","6.7","24.5","1.6","13","O",0,12.5808568770885,452.318809385404,135,137.042839498458
"269",2286.98534022154,810,"D1","HH","3",1,-20.030975285204,-152.085209771508,-13.3336451466366,-3.28397589875048,"WV02","30","10.7","10.1","5.7","23","1.3","22","O",1,14.1171934581577,1408.26350282635,510,148.951876232023
"270",459.675012008294,250,"D1","HH","4",1,57.5904419362733,-130.099070921297,1.86858026665102,12.6601106956883,"WV04","31","10.9","10.2","8.6","25.5","2.2","25","C",1,9.19350024016589,224.508378791811,135,153.248523007173
"271",2354.84857846245,940,"D1","HH","5",1,-121.371642705562,-87.843527127464,3.11830017711494,5.31370707937547,"WV04","31","13","8.5","7.7","24","1.8","37","O",1,12.5257903109705,1458.01385762912,665,155.486385783451
"272",1441.4297061059,350,"D1","HH","6",1,116.169049046916,-94.0268267307538,-12.3885819139851,1.52785452202802,"WV04","31","12.2","9.9","7.7","19","1.5","41","O",0,20.59185294437,847.707554380456,220,160.180403257078
"273",470.94438938004,345,"D1","HH","7",1,33.3082036076202,-144.686870353302,1.80087979079695,-8.41016513387812,"WV04","31","12","10.3","7","23.5","1.6","49","O",0,6.82528100550783,174.874918504918,235,139.871554790672
"274",2320.44314811669,895,"D1","HM","1",1,-108.498912579407,-102.652253852345,-8.90722573397457,8.69443948302713,"WV02","31","10.1","10.3","8.1","19.5","1.6","2","C",0,12.9633695425514,817.977319734755,245,149.387383019584
"275",390.165102766798,535,"D1","HM","2",1,-136.818063851441,-43.5484458999756,-5.24591667960686,2.40878123345034,"WV04","32","10.7","10.9","7.7","20","1.5","9","C",0,3.64640282959624,143.75119548827,280,139.367487733689
"276",1630.58747883213,650,"D1","HM","3",1,-69.794725945637,-134.029687051688,3.96710782701653,12.0885358703535,"WV04","30","10.5","10.1","9.2","18.5","1.7","21","O",1,12.542980606401,806.319217272541,250,163.680613364564
"277",1272.98492196628,420,"D1","HM","4",1,-144.85168183902,-1.91847726268487,4.52490236003472,7.78687478980831,"WV04","31","10.4","9.2","6.8","29","2","27","O",1,15.1545824043605,706.845045502169,195,149.691542063805
"278",505.990594372975,375,"D1","HM","5",1,-77.0419355464535,-126.509625401137,-7.34323163679199,-12.3315130688986,"WV04","30","12.9","9.9","7.7","19","1.5","35","O",1,6.74654125830633,310.601951650916,295,133.770514921787
"279",1457.96584855726,475,"D1","HM","6",1,22.7304537497467,29.7654452600768,-14.2623176441471,2.59529430651904,"WV04","30","11.4","9.2","8","25","2","43","O",0,15.3470089321817,668.087063074628,225,45.8986082385948
"280",1430.93267187719,550,"D1","HM","7",1,-39.5382872861188,141.907383873146,7.75342440314736,-6.94241288203742,"WV02","31","11.9","10.6","6.8","20.5","1.4","50","O",1,13.0084788352472,601.775938543539,190,156.181842698055
